sent_id,original_sent_text,original_cluster_label,similarity_rank,similarity_score,similar_ex_id,similar_ex_text,similar_ex_label
983,"A review of technological needs, design methodology, testing procedures, statistical analysis, governmental regulations, evaluation of costs and benefits, quality of life, and ethical issues",19.0,0,0.7092988692858098,1256,"Project statement, in-depth survey, conceptual and structural design, analysis, statistical and cost analyses, ethical, societal and environmental impact, prototype construction, final presentation.",Design
989,Materials characterization and design.,19.0,0,0.5853793023489412,425,The principles of materials selection for engineering design.,Materials
1003,Applications of engineering design to realistic and meaningful problems.,20.0,0,0.7313667935822857,1121,"Introduction to concepts, procedures, and key issues of engineering design.",Design
1011,"Fundamentals of engineering computation: units, data collection, measurement, and error analysis.",20.0,0,0.6281737767791084,1973,"Provide a comprehensive introduction to analysis, presentation, and communication of data collected by the engineer.",Communication
1019,Contract law.,20.0,0,0.6310304323908226,1624,"Liabilities to the public and to employees, contract labor law.",Law
1022,"Topics normally include management of crops, soil, water, nutrients, wastes and pesticides, integrated pest management, organic farming, permaculture, ecological farm planning, use of genetically modified organisms, urban agriculture in developing nations, and innovations such as computer modelling and precision farming.",20.0,0,0.6311355452781022,1259,"Provides both survey and detailed examinations of the ethics, science, and techniques involved in sustainable agriculture.",Food And Agriculture
1028,"However, there is a wide and potentially dangerous gap between research and development on the one hand and societal awareness of its impact on the other.",20.0,0,1.0,629,"However, there is a wide and potentially dangerous gap between research and development on the one hand and societal awareness of its impact on the other.",Society And Values
1036,Threats to networks and defenses.,20.0,0,0.6911455133877036,886,Attacks and countermeasures.,Cybersecurity
1045,"However, there is a wide and potentially dangerous gap between research and development on the one hand and societal awareness of its impact on the other.",20.0,0,1.0,629,"However, there is a wide and potentially dangerous gap between research and development on the one hand and societal awareness of its impact on the other.",Society And Values
1050,Models of security.,21.0,0,0.9999999999998944,1925,Models of security.,Cybersecurity
1057,"In this course, students will come to understand the nature and function of communication, particularly communication in the workplace, with a view to assessing, monitoring, and improving their own communications skills.",21.0,0,0.6824800300089142,409,"The course also includes lectures and projects on communication, understanding the importance of lifelong learning, ethics, and a knowledge of contemporary issues",Careers
1089,"Philosophy of environmental controls; introduction to national and international regulatory structures relevant to industrial planning, emissions control, environmental impact assessment, occupational health; stance of government, industry and community pressure groups.",21.0,0,0.6142451630213522,1172,Linkage of industrial activity with environmental and social sciences.,Environmental
1101,Security and privacy issues in various aspects of computing.,22.0,0,0.7787975201452554,1283,"Security issues in operating systems, software, databases, and networks.",Cybersecurity
1107,"Continuing from CS 493, student teams continue development of their project, update project plans, explore design alternatives, perform testing, and analyze experimental results.",22.0,0,0.652518732641724,1314,"Students form design teams, select a capstone design project and progress through the proposal and preliminary design stages of the project.",Design
1109,Biotechnologies are currently migrating from the laboratory to a wide range of consumer products.,22.0,0,0.9999999999999044,889,Biotechnologies are currently migrating from the laboratory to a wide range of consumer products.,Biotechnology
1127,"However, there is a wide and potentially dangerous gap between research and development on the one hand and societal awareness of its impact on the other.",22.0,0,1.0,629,"However, there is a wide and potentially dangerous gap between research and development on the one hand and societal awareness of its impact on the other.",Society And Values
1129,"It will do this through an investigation of such interactions between biotechnologies and society as genetics and the law, foods and the media, and soil remediation and the environment.",22.0,0,0.9999999999999132,1617,"It will do this through an investigation of such interactions between biotechnologies and society as genetics and the law, foods and the media, and soil remediation and the environment.",Biotechnology
1147,Corporate environmental management and environmental ethics.,22.0,0,0.6861268406006924,896,"Bridges science and management with ethical theory and concepts to help scientists, regulators, and managers understand how to deal with potential ethical dilemmas that arise in natural resource and environmental management implementation and policy development",Environmental
1156,"Unique economic, ethical and regulatory
issues are also presented.",23.0,0,0.7646595898436543,151,"Economic, ethical and safety issues considered.",Safety
1159,Design of facilities and controls to optimize benefits of radiation applications and minimize exposure risks.,23.0,0,0.9999999999999416,124,Design of facilities and controls to optimize benefits of radiation applications and minimize exposure risks.,Environmental
1165,Covers responsible conduct of research.,23.0,0,0.7516913698527014,1799,Discussion of policy and ethical issues in the conduct of research.,Research Ethics
1166,,23.0,0,0.208937423533931,103,"Covers computing in society at large with respect to domains such as health, education, assistive technology, ethics, environment, and more.",Social Impacts
1175,Linkage of industrial activity with environmental and social sciences.,23.0,0,1.0,1172,Linkage of industrial activity with environmental and social sciences.,Environmental
1176,Corporate environmental management and environmental ethics.,23.0,0,0.6861268406006924,896,"Bridges science and management with ethical theory and concepts to help scientists, regulators, and managers understand how to deal with potential ethical dilemmas that arise in natural resource and environmental management implementation and policy development",Environmental
1197,"Topics include ethics presented in a case study format, legal and ethical issues associated with intellectual property, interviewing strategies and presentation skills.",23.0,0,0.7554472228996985,820,"Topics include: ethical theories and decision making, intellectual property, freedom of expression, privacy, security, and professional responsibility.",Product Development
1201,"Includes participation in a culminating major design project in public service, reflecting knowledge from technical electives and base level coursework",24.0,0,0.6493936392030605,699,"Project-based course includes analysis of alternative designs, use of engineering economics, and preparation of written engineering reports.",Design
1210,Electrical Engineering 155 and 364D may not both be counted,24.0,0,0.3668073947188479,118,"Design and experimental projects, done in the laboratories of local companies, for electrical engineering students working full-time in industry; the ethics of design for safety and reliability; emphasis on written and oral reporting of engineering projects.",Experiments
1223,Focused on highway transportation planning and traffic analysis.,24.0,0,0.7798006159408029,1484,"Topics include transportation planning, performance analysis of highway and road design, highway segments, highway and airport pavement design, geometric design, sight elevations and alignment, highway traffic operations, queuing theory and modeling, traffic analysis and control, travel demand models, ethics, sustainability, and environmental considerations during transportation planning.",Infrastructure
1237,"The interaction of engineers, their technology, the society and the environment is examined using case studies.",24.0,0,0.9999999999999116,2027,"The interaction of engineers, their technology, the society and the environment is examined using case studies.",Case Studies
1251,Please see www.stonybrook.edu/coursefees for more information.,25.0,0,0.5083382461114536,948,Course will focus on understanding human genes.,Biomedical
1258,An introduction to ethical and professional standards of conduct for statisticians will be provided.,25.0,0,0.9999999999999282,31,An introduction to ethical and professional standards of conduct for statisticians will be provided.,Research Ethics
1268,"the interaction of engineers, their technology, the society and the environment is examined using case studies.",25.0,0,0.9999999999999116,2027,"The interaction of engineers, their technology, the society and the environment is examined using case studies.",Case Studies
1277," changes in computing technology and in our use of that technology have changed the way we work, play, and interact with other people.",25.0,0,0.6578941497992331,966,"Covers the social impact of the computer, implications and effects of computers on society, and the responsibilities of computer professionals in directing the emerging technology.",Social Impacts
1278,These changes have created a flood of new social and legal issues that demand critical examination.,25.0,0,0.4743455940565448,144,"Ecological, social, political, economic, and ethical implications of issues will be analyzed.",
1287,A laboratory course in physiology with a focus on neuromuscular function.,25.0,0,0.5066310509217832,1408,"This course focuses on bioethical questions, biomechanics, human performance engineering, biomaterials and tissue engineering.",Biomedical
1302,A complete design cycle.,26.0,0,0.5784786818587668,210,First of three courses taken sequentially in component and system design using real-world problems.,Design
1306,Preparation for post-graduate activities including resume writing and job searching.,26.0,0,0.6005679488048646,1637,"Preparation for a career in materials engineering or graduate school; experiential learning, resumes, interviewing, Myers-Briggs Type Indicator, leadership, international opportunities, professional ethics, graduate school preparation and opportunities, and alternative career paths (med school, law school, etc.).",Careers
1308,Discussions led by visiting industrialists and other invited speakers.,26.0,0,1.0,1802,Discussions led by visiting industrialists and other invited speakers.,Guest Speakers
1310,This is the first course in the Software Engineering Capstone sequence covering the Software Life Cycle.,26.0,0,0.714112545228972,1838,Examines in detail the software development process.,Software Development
1316,"Engineering ethics, examines major ethical issues facing engineers in the practice of their profession: the problem of professionalism and a code of ethics; the process of ethical decision-making in different working environments; the rights, duties, and conflicting responsibilities of engineers.",26.0,0,0.8777667261720578,1088,In-depth study of varying advanced topics in ethics for engineers.,Engineering Ethics
1328,"Discussions of laws concerning contracts, torts, agencies, real property, partnerships, and corporations.",26.0,0,0.7387425381130001,1487,"Topics include: contracts for design and construction, sales and warranties, torts and product liability, business agency and government agencies, professional liability of architects and engineers, labor laws, expert testimony, mediation and arbitration, tangible property including real estate, intellectual property including trademarks, patents and copyrights, insurance and sureties.",Product Development
1332,"Working in small teams, students will design, document, analyze, implement and test a product.",26.0,0,0.9975965918790792,2060,"Working in small teams, students will design, document, analyze, implement, and test a product.",Teams
1335,"Professional attitudes, practice, licensure, and ethics in the chemical engineering profession.",26.0,0,0.7736466359666396,989,Discussion of issues associated with development of a professional career in chemical engineering.,Chemical Engineering
1336,Discussions led by visiting industrialists and other invited speakers.,26.0,0,1.0,1802,Discussions led by visiting industrialists and other invited speakers.,Guest Speakers
1339,"Working in small teams, students will design, document, analyze, implement, and test a product.",26.0,0,0.9999999999999272,2060,"Working in small teams, students will design, document, analyze, implement, and test a product.",Teams
1345,Team taught by engineering and philosophy instructors.,26.0,0,0.6216672906972169,1127,"Introduction to the engineering profession, including the distinction between different majors, engineering problem solving, MatLab programming, Excel basics, professionalism and ethics, and experiences in team design projects.",Professional Development
1350,Team taught by engineering and philosophy instructors.,27.0,0,0.6216672906972169,1127,"Introduction to the engineering profession, including the distinction between different majors, engineering problem solving, MatLab programming, Excel basics, professionalism and ethics, and experiences in team design projects.",Professional Development
1365,Introduces fundamental concepts of computer science and computational thinking.,27.0,0,0.6225352933619686,793,"This seminar course engages a number of outside speakers who typically present information on the role of research in computer science, how the research components of computer science relate to each other, approaches to software development in industry, different types of application development paradigms, technological trends, and societal, ethical, and legal issues.",Seminar
1368,"Speakers cover topics such as elective coursework and extra-curriculars, networking, getting hired, professional ethics, and how to be flexible in a dynamic work environment.",27.0,0,0.9999999999999332,1298,"Speakers cover topics such as elective coursework and extra-curriculars, networking, getting hired, professional ethics, and how to be flexible in a dynamic work environment.",Guest Speakers
1370,Integration of technical materials engineering concepts with professional components related to materials engineering.,27.0,0,0.5972457231433721,161,"Emphasizes the integration of fundamentals with material property estimation, process control, product development, and computer simulation.",Chemical Process Design
1379,"Fundamentals of integrated civil engineering design, professional services marketing, project management, team dynamics, total quality management, value engineering, professional liability, and applied ethics in engineering practice.",27.0,0,0.9999999999999316,1055,"Fundamentals of integrated civil engineering design, professional services marketing, project management, team dynamics, total quality management, value engineering, professional liability, and applied ethics in engineering practice.",Civil Engineering Profession And Ethics
1387,Introduces bioengineering through a problem solving approach.,27.0,0,0.9999999999998642,657,Introduces bioengineering through a problem solving approach.,Biomedical
1395,"Reports on the professional components important to the senior thesis and begins a two-quarter, team design project on materials engineering",27.0,0,0.6873944687686715,651,Initiation of team design projects that culminate in MAE 156B with a working prototype designed for a real engineering application.,Teams
1397,"Students learn to conduct secondary research; design and present information written and orally; revise for content, organization and style; and work individually and collaboratively in teams.",27.0,0,0.7467694824940164,1664,"Students will be expected to contribute to classroom presentations, discussions and debates, and to complete a number of significant writing assignments.",Communication
1414,"Introduces the field of Neural Engineering: overview of neurobiology, recording and stimulating the nervous system, signal processing, machine learning, powering and communicating with neural devices, invasive and non-invasive brain-machine interfaces, spinal interfaces, smart prostheses, deep-brain stimulators, cochlear implants and neuroethics.",28.0,0,0.5830000051518925,1796,"Discussion of current aspects related to biomedical engineering including on-going research directions, technical, logistical and ethical issues.",Biomedical
1419,"Multidisciplinary student teams perform conceptual designs of aerospace vehicles, components, missions, or systems that incorporate realistic constraints/applicable engineering standards.",28.0,0,0.6432748894662074,1655,"Students are assigned to interdisciplinary teams and exposed to processes in the areas of design methodology, project management, communications, and work place issues.",Teams
1423,"Measurement of stresses/strains/displacements in solids/ structures: stress concentrations, materials behavior, structural dynamics.",28.0,0,0.4743923657357626,161,"Emphasizes the integration of fundamentals with material property estimation, process control, product development, and computer simulation.",Chemical Process Design
1424,"Computerized data acquisition/analysis, error analysis, data reduction.",28.0,0,0.5981573961041794,841,Use of sensors and data acquisition.,Computing Ethics
1430,Practical and ethical considerations for implanting these devices into humans.,28.0,0,0.5731592983715819,1796,"Discussion of current aspects related to biomedical engineering including on-going research directions, technical, logistical and ethical issues.",Biomedical
1431,Topics/issues in neuroengineering.,28.0,0,0.5514862025681151,324,"Principles of bioengineering for the areas of the biomechanics of solids and fluids, mass transfer, biomaterials, electrical networks, imaging, and ionizing radiation as they apply to the human body.",Materials
1439,Biological fundamentals of biotechnology.,28.0,0,0.6274737090319614,1386,The second of a two-semester sequence intended to introduce chemical engineers to the basic concepts of biochemical engineering.,Biomedical
1446,Fundamental principles underlying design of distributed and multiprocessor operating systems.,28.0,0,0.7799645889028282,1308,"Structure and functions of operating systems; processes and process scheduling; synchronization and mutual exclusion; memory management; auxiliary storage management; resource allocation and deadlock; security, privacy, and ethical concerns; design tradeoffs.",Systems
1460,The content of this course is complementary to any major or minor.,29.0,0,0.6721881293278386,409,"The course also includes lectures and projects on communication, understanding the importance of lifelong learning, ethics, and a knowledge of contemporary issues",Careers
1468,Key texts.,29.0,0,0.6233324197937079,1073,Heavy emphasis on primary literature.,Literature And History
1484,"How engineering design, products and processes have created social change in the past and will do so in the future through both intended and unintended consequences.",29.0,0,1.0,625,"How engineering design, products and processes have created social change in the past and will do so in the future through both intended and unintended consequences.",Social Issues
1502,"Students will be encouraged to combine concepts from engineering, natural sciences, social sciences, and the humanities to address these complex issues.",30.0,0,0.6997332361341286,1323,"Students will integrate and solidify topics of professional communications, ethics, problem solving, and fundamental competencies of engineering.",Professional Development
1507,"Three application areas will be covered: (1) Rehabilitation robotics to recover motor function from neurologic injuries such as stroke, (2) Prosthetics to enable mobility function in amputees, and (3) Social robotics for cognitive impairment and developmental disorders such as autism.",30.0,0,0.6475204176634823,2030,"Theory behind different control systems employed by assistive robotics, as well as the mechanical design, sensors & actuators, and user interfaces behind representative robots in the respective areas.",Robotics
1516,"Introduction to engineering leadership, professionalism, and ethics.",30.0,0,0.8524212542143379,664,"Introduction to concepts, theory, and practice of engineering leadership, including characteristics; individual and cultural differences, service and management contexts; managing change, conflicts, and crises; real-world ethics and core values.",Leadership And Management
1527,It also helps students learn team work and write design project proposals under the mentorship of a faculty advisor.,30.0,0,0.9999999999999228,673,It also helps students learn team work and write design project proposals under the mentorship of a faculty advisor.,Design
1536,"(I, II) (WI) This course is the first of a two-semester capstone course sequence giving the student experience in the engineering design process.",30.0,0,0.8254690785467842,1412,This course guides students through the engineering design process during the first term of their MQP to aid them in fulfilling their capstone design requirement.,Design
1537,"Realistic open-ended design problems are addressed for real world clients at the conceptual, engineering analysis, and the synthesis stages and include economic and ethical considerations necessary to arrive at a final design.",30.0,0,0.7921020207521071,351,"Solution of a real-world design problem: development, evaluation, and recommendation of alternative solutions subject to realistic constraints that include most of the following considerations: economics, environment, sustainability, manufacturability, ethics, health and safety, society, and politics.",Philosophy
1546,"scheduling, quality, earned value, constructability, risk management, and root-cause analysis.",30.0,0,0.5426910576443822,506,"Understanding the causes of product failures including the political, societal, economic, environmental, and ethical impact of these failures, and the strategies to avoid, postpone, or mitigate them.",Environmental
1547,Emotional Intelligence is introduced along with identification of skills that are essential for leading projects and people to success.,30.0,0,0.5700408211413711,330,"Provides students with insights into leadership, problem solving and organization skills, communication skills, ethics, and negotiation.",Military
1560,This is a writing-across-the-curriculum course where students' written and oral communication skills are strengthened.,31.0,0,0.7012104045731526,1462,"This is a web-supported course, incorporating writing intensive exercises, making extensive use of active learning technologies.",Communication
1561,"The design projects are chosen to develop student creativity, use of design methodology and application of prior course work paralleled by individual study and research",31.0,0,0.7607191224791411,1314,"Students form design teams, select a capstone design project and progress through the proposal and preliminary design stages of the project.",Design
1566,Students will work on industrial controllers and learn techniques for industrial automation.,31.0,0,0.5592717439368275,118,"Design and experimental projects, done in the laboratories of local companies, for electrical engineering students working full-time in industry; the ethics of design for safety and reliability; emphasis on written and oral reporting of engineering projects.",Experiments
1568,Students should take at least two FE modules in the same semester.,31.0,0,0.4764854154335392,25,"Also, the first-semester course will include instruction in design methodology, engineering ethics, societal impacts, project economics and management tools.",Design
1570,"(I, II) (WI) This course is the first of a two-semester capstone course sequence giving the student experience in the engineering design process.",31.0,0,0.8254690785467842,1412,This course guides students through the engineering design process during the first term of their MQP to aid them in fulfilling their capstone design requirement.,Design
1571,"Realistic open-ended design problems are addressed for real world clients at the conceptual, engineering analysis, and the synthesis stages and include economic and ethical considerations necessary to arrive at a final design.",31.0,0,0.7921020207521071,351,"Solution of a real-world design problem: development, evaluation, and recommendation of alternative solutions subject to realistic constraints that include most of the following considerations: economics, environment, sustainability, manufacturability, ethics, health and safety, society, and politics.",Philosophy
1579,(I) (WI) Introduction to Undergraduate Research is designed to introduce students to the research endeavor.,31.0,0,0.6221101171285538,528,"(I, II) Introduction to Undergraduate Research.",Research Ethics
1580,"Topics include ethics, hypothesis testing, critical evaluation of the scientific literature, scientific writing, bibliographic software, and proposal preparation.",31.0,0,0.7290805584725699,1374,"The lectures address foundational concepts of the scientific method, research ethics, scientific communication, and how to understand scientific literature.",Research Ethics
1581,Prerequisites: Completion of the chemistry curriculum through the Spring semester of the sophomore year,31.0,0,0.9999999999999116,321,Prerequisites: Completion of the chemistry curriculum through the Spring semester of the sophomore year,Biomedical
1585,"(I, S) (WI) This capstone course has three primary goals: (1) to enable students to apply their course work knowledge to a challenging applied problem for a real client, (2) to enhance students' verbal and written communication skills, and (3) to provide an introduction to ethical decision making in computer science.",31.0,0,0.7121290895880599,1191,"ntroduction to the computer science discipline and code of ethics, Com S courses, research and networking opportunities, procedures, policies, help and computing resources, extra-curricular activities offered by the Department of Computer Science and Iowa State University.",Computing Ethics
1601,"Ethical standards, technical communication, goal setting, professionalism and professional organizations, safety and risk, team dynamics and proposal preparation.",32.0,0,0.7008109739694056,577,"Contracts, professional liability, professional ethics, licensing, bidding procedures, intellectual property, products liability, risk analysis.",Law And Business
1602,,32.0,0,0.208937423533931,103,"Covers computing in society at large with respect to domains such as health, education, assistive technology, ethics, environment, and more.",Social Impacts
1605,"Introduction to ethics theory, ethical decision-making as it relates to the computing professional, licensing, intellectual property, conflicts of interest, freedom of information and privacy, security.",32.0,0,0.8453992577536239,1744,An introduction to ethical theory with a special focus on ethical issues that arise in the computing profession.,Computing Ethics
1606,"Legal and ethical issues; categorization of malware; static methods for malware analysis and reverse engineering, including disassembly and decompilation; dynamic analysis strategies including debugging, sandboxes, and binary instrumentation circumvention of obfuscation and anti-analysis techniques.",32.0,0,0.5729814128442913,2048,"Topics include applied cryptography, access control, programming and software security, operating system security, network security protocols, and the legal and ethical aspects of security software",Cybersecurity
1607,"Ethical standards, technical communication, goal setting, professionalism and professional organizations, safety and risk, team dynamics and proposal preparation.",32.0,0,0.7008109739694056,577,"Contracts, professional liability, professional ethics, licensing, bidding procedures, intellectual property, products liability, risk analysis.",Law And Business
1623,Enables students to make better decisions that will help them succeed in their careers.,32.0,0,0.7262183607706709,330,"Provides students with insights into leadership, problem solving and organization skills, communication skills, ethics, and negotiation.",Military
1654,"Students discuss standards for professional behavior, the professional’s responsibility to the profession, and techniques for maintaining currency in a dynamic field",33.0,0,0.6730796424175588,1169,"Lectures to acquaint the senior students with professional ethics, job opportunities, graduate schools, continuing study, and services of professional societies.",Profession
1663,Capstone course engaging students in analysis and discussion of publications from the technical and non-technical literature in biological sciences and from current topics of biology appearing in other media.,33.0,0,0.6434538584228952,1429,This course provides a functional understanding of hypothesis/data driven research and exposure to current approaches and methods in biological science.,Biomedical
1682,Preq or concurrent enrollment:,33.0,0,0.3340329226844447,367,"Students will analyze health issues from a diverse cultural, ethical, social, and global perspective.",Biomedical
1688,"Course is the culmination of a sequence of case studies incorporating social and ethical contexts, communication skills, and professional developmen",33.0,0,0.802421748620884,1449,"This course will involve substantial writing, and will use case-study methodology to introduce both societal and personal ethical principles, with a focus on practical applications.",Case Studies
1697,"Examines the interrelation of human bodies and emerging technologies in light of philosophical notions of human nature, personal identity, and the ethical dignity of the human.",33.0,0,0.6233614758716367,1329,Studies the growth of computer and communications technology and the new legal and ethical challenges that reflect tensions between individual rights and societal needs.,Technology
1698,Emphasizes the influence of social values on scientific and technological developments and the reciprocal impact of these developments on understandings of the body.,33.0,0,0.592709276856352,1145,It builds a foundation in ethics and applies these concepts to understand the history and future of issues concerning biomedical engineering as a field.,Biomedical
1702,"Representative topics may include hiring, firing, promotions, business and minorities, organizational influence in private lives, consumer interests, economic justice, and reindustrialization.",34.0,0,0.7254572963371414,486,"Topics include individual and group behavior, diversity, human responsibility, ethical and legal issues, and intellectual property.",Product Development
1713,"Creation of a digital portfolio to demonstrate competence in reasoning, critical thinking, and problem solving skills as well as ethical judgment.",34.0,0,0.5706346455439499,1148,It prepares you to engage as a knowledgeable and responsible citizen and professional in the varied arenas of our datafied world.,Data Ethics
1749,"Survey of Muslim religious understandings of science, technology, nature and environment.",34.0,0,0.6266605835960455,1528,What are sources on which members of religious communities draw in order to understand and address environmental change?,Environmental
1760,Exploration of the view that not all moral wrongs involve harm to humans.,35.0,0,0.6468883796299032,15,"Adequacy of ethical theories in handling such wrongs as harm to the land, to posterity, to endangered species, and to the ecosystem itself.",Environmental
1765,Fundamentals of the systems approach; linear and nonlinear optimization; linear programming; decision analysis and theory; economic analysis; uncertainty; non-monetary valuation; systems dynamics; and ethics in engineering.,35.0,0,0.6584743255855255,976,Design process and methodology; decision making; optimization techniques; project planning; engineering economics; probabilistic and statistical aspects of mechanical design; ethical and legal issues.,Design
1766,"Overview of tissue engineering, including discussion of cell sources, cell-material interactions, tailoring biomaterials, methods of culture and characterization of engineering tissues, ethical issues, concluding with case studies of specific types of tissue engineering.",35.0,0,0.6553898912364625,693,"Practical, industrial, and ethical aspects of stem cell technology application.",Biomedical
1776,"Understand the theory and practice the skills of effective, scientific, ethical, and legitimate preservation of nature (biodiversity, the atmosphere, water, etc.).",35.0,0,0.7489770153017757,219,Gain mastery of terminology and usage so as to communicate professionally about nature preservation.,Environmental
1777,"Learn from global lessons in how to intervene against threats to nature, and the roles of ethics, law, and research in preserving nature.",35.0,0,0.7591951200769352,2033,"This course examines the interrelationships among environmental science, ethics, and policy.",Environmental
1788,Surveys the broad subject of civil and environmental engineering and professional practice.,35.0,0,0.7761372455141159,1608,Introduction to the study and practice of civil engineering; specialized subdisciplines of civil engineering; professionalism and professional registration; engineering ethics; exercises in engineering technical communications.,Civil Engineering Profession And Ethics
1801,"Topics include basic concepts and history, methods of study, ethical issues, neurobiology, behavior, the development of behavior, predator-prey relationships, communication, aggression and dominance, mating systems, cognitive ethology, and parental care.",36.0,0,0.9999999999999408,477,"Topics include basic concepts and history, methods of study, ethical issues, neurobiology, behavior, the development of behavior, predator-prey relationships, communication, aggression and dominance, mating systems, cognitive ethology, and parental care.",Research Ethics
1806,"All material is assessed through the lenses of the physical sciences, policy, ethics and economics",36.0,0,0.9999999999999074,22,"All material is assessed through the lenses of the physical sciences, policy, ethics and economics",Economics
1823,Lect.,36.0,0,0.2277470369619679,1856,"Guest lecturers include engineers, clinicians, and individuals with disabilities.",Guest Speakers
1826,"When possible, life-history strategies, the evolution of behavior, and behavioral ecology are stressed.",36.0,0,0.666922973705078,477,"Topics include basic concepts and history, methods of study, ethical issues, neurobiology, behavior, the development of behavior, predator-prey relationships, communication, aggression and dominance, mating systems, cognitive ethology, and parental care.",Research Ethics
1830,"Explores best practices in global engineering management, process management, legal issues, ethics, organizational behavior and communications.",36.0,0,0.744129286830241,829,"Topics include: the management process and management functions (planning, organizing, leading, and controlling); project management; managing technical people; engineering ethics, globalization, and other contemporary management concepts.",Leadership And Management
1831,Accelerate your personal and professional growth with the essential skills required to become an effective leader/manager.,36.0,0,0.7361912970898871,133,Development of leadership and management skills for organizational settings.,Business
1840,Includes a recitation section.,36.0,0,0.4723602507619266,2063,Written/oral reports.,Reports
1854,"Uses a controlled environment to give students a ""playground"" in which to test penetration skills that are normally not allowed on live networks.",37.0,0,0.5153793190472159,391,Teaches basic exploit design and development through hands-on experimentation and testing.,Cybersecurity
1857,"Presents a worldwide approach to populations, biotic resources, ecologic interactions, land use, deforestation, desertification, species extinctions, pollution, environmental quality, global change, and environmental ethics.",37.0,0,1.0,1216,"Presents a worldwide approach to populations, biotic resources, ecologic interactions, land use, deforestation, desertification, species extinctions, pollution, environmental quality, global change, and environmental ethics.",Environmental
1875,How we judge is contrasted with other moral philosophies.,37.0,0,0.6086832114768251,934,Consideration is given to both general moral principles and particular case studies.,Philosophy
1878,Looks at research from psychology and neuroscience.,37.0,0,0.6824342087794839,252,Introduction to experimental methods used in behavioral neuroscience research.,Biomedical
1884,Conduct personal development through exercises in communication and leadership effectiveness.,37.0,0,0.6692740339624024,133,Development of leadership and management skills for organizational settings.,Business
1888,Surveys the broad subject of civil and environmental engineering and professional practice.,37.0,0,0.7761372455141159,1608,Introduction to the study and practice of civil engineering; specialized subdisciplines of civil engineering; professionalism and professional registration; engineering ethics; exercises in engineering technical communications.,Civil Engineering Profession And Ethics
1889,"Includes the subdisciplines of structures, water resources, geotechnics, transportation, environment, and construction.",37.0,0,0.6834254200459341,1383,"The scope and principles of Civil, Architectural and Environmental engineering practice are each presented as well as the relationships between the three disciplines.",Civil Engineering Profession And Ethics
1902,"Topics include basic concepts and history, methods of study, ethical issues, neurobiology, behavior, the development of behavior, predator-prey relationships, communication, aggression and dominance, mating systems, cognitive ethology, and parental care.",38.0,0,0.9999999999999408,477,"Topics include basic concepts and history, methods of study, ethical issues, neurobiology, behavior, the development of behavior, predator-prey relationships, communication, aggression and dominance, mating systems, cognitive ethology, and parental care.",Research Ethics
1905,Accelerate your personal and professional growth with the essential skills required to become an effective leader/manager.,38.0,0,0.7361912970898871,133,Development of leadership and management skills for organizational settings.,Business
1908,Designed to increase awareness of issues that surround international and U.S. health care.,38.0,0,0.6078551305336072,797,Topics change each semester and may include: global development and health; socio-cultural issues in health care; health disparities; applied bioethics; health care system reform; narrative medicine.,Biomedical
1916,"Develop critical thinking, scientific reasoning and communication skills by reading and presenting primary research articles and Nobel Prize winning research on patterning, stem cells, cell death, genetic and epigenetic mechanisms that regulate embryonic development.",38.0,0,0.5750807004091231,531,"Acquisition of in-depth and broad knowledge about student research projects, improvement of oral and written communication skills, and full appreciation of process of doing good science and becoming skilled researchers.",Research Ethics
1922,Educates and trains students to become effective interdisciplinary collaborators by developing the communication and collaboration skills necessary to apply technical statistics and data science skills to help domain experts answer research questions.,38.0,0,0.6247971418395346,1655,"Students are assigned to interdisciplinary teams and exposed to processes in the areas of design methodology, project management, communications, and work place issues.",Teams
1942,Ethical theories and codes of ethics.,38.0,0,0.715404241084098,1570,Examines a wide spectrum of ethical issues.,Ethics
1947,"Communication skills, professionalism and ethics, teamwork skills, contemporary engineering issues, career planning, project management, and industrial processes.",38.0,0,0.7556453069399969,1127,"Introduction to the engineering profession, including the distinction between different majors, engineering problem solving, MatLab programming, Excel basics, professionalism and ethics, and experiences in team design projects.",Professional Development
1952,"Current trends and challenges, ethical, social and environmental issues in professional practice.",39.0,0,0.999999999999886,115,"Current trends and challenges, ethical, social and environmental issues in professional practice.",Professionalism
1961,"Past, present, and future trends and related professional opportunities and challenges.",39.0,0,0.7069729761383776,1201,"Overview of the profession, contemporary issues, and ethics.",Professionalism
1963,"Social, economical, cultural, legal and ethical issues related to mechanical engineering and its applications.",39.0,0,0.7156182768546888,1142,"Issues include the social responsibility of engineers, conflict of interest and obligation, morally acceptable levels of risk, and moral implications of technology.",Engineering Ethics
1969,"Project design, design for testability, safety, manufacturability, and other constraints such as performance, cost, packaging, codes and standards.",39.0,0,0.7242849754711631,1082,"In addition to already amassed theoretical knowledge, projects require application of standards and realistic engineering constraints such as economic, environmental, social, political, ethical, health and safety, manufacturability, and sustainability.",Design
1970,"Ethics, social and environmental impact.",39.0,0,0.7569705812867534,144,"Ecological, social, political, economic, and ethical implications of issues will be analyzed.",
1971,"Teamwork, written communication and presentations.",39.0,0,0.6710249349502625,1877,Independent and team work.,Teams
1983,Tools and controls that can reduce or block these threats.,39.0,0,0.7203231240426607,1518,Various attacks and countermeasures.,Cybersecurity
